Id,SalePrice
1461,103468.0625
1462,130435.9765625
1463,161887.90625
1464,173026.484375
1465,158889.765625
1466,162391.9375
1467,166807.71875
1468,155746.265625
1469,177116.265625
1470,105599.8203125
1471,172958.875
1472,84391.390625
1473,83702.0625
1474,136241.265625
1475,93377.625
1476,319418.3125
1477,217600.0625
1478,290422.5
1479,285648.53125
1480,410436.4375
1481,261338.59375
1482,185880.6875
1483,166655.0
1484,150104.828125
1485,182224.59375
1486,188542.96875
1487,283845.25
1488,211578.59375
1489,175039.6875
1490,232106.984375
1491,199169.828125
1492,75028.796875
1493,198971.78125
1494,268351.34375
1495,244179.921875
1496,225297.671875
1497,155010.65625
1498,154050.609375
1499,146924.625
1500,150271.390625
1501,182676.59375
1502,142337.21875
1503,259126.84375
1504,223565.3125
1505,205444.375
1506,177197.015625
1507,234226.6875
1508,194694.234375
1509,141880.125
1510,133038.671875
1511,146091.546875
1512,168042.90625
1513,132652.15625
1514,161003.65625
1515,182739.84375
1516,157948.234375
1517,153891.6875
1518,120605.65625
1519,206497.359375
1520,122441.9296875
1521,116196.6953125
1522,173721.8125
1523,98340.5625
1524,111030.75
1525,93679.515625
1526,94153.0703125
1527,88477.5546875
1528,137135.828125
1529,120232.671875
1530,181990.375
1531,156522.40625
1532,98193.2734375
1533,158621.171875
1534,140454.703125
1535,159920.625
1536,102280.484375
1537,56682.61328125
1538,147270.78125
1539,203634.28125
1540,117577.0
1541,136477.078125
1542,130233.703125
1543,159284.625
1544,73950.609375
1545,99874.265625
1546,132306.34375
1547,139983.5625
1548,112109.890625
1549,100537.421875
1550,132241.703125
1551,120264.890625
1552,145188.6875
1553,144750.9375
1554,112144.8203125
1555,155219.59375
1556,65051.62890625
1557,85791.1015625
1558,108122.421875
1559,73343.90625
1560,133618.28125
1561,134829.09375
1562,142216.59375
1563,111076.484375
1564,152105.40625
1565,134352.4375
1566,219386.375
1567,71644.234375
1568,240658.28125
1569,162375.671875
1570,141735.6875
1571,90854.7578125
1572,134704.65625
1573,220060.65625
1574,99641.953125
1575,222915.796875
1576,232841.875
1577,171300.4375
1578,151139.703125
1579,116065.734375
1580,180022.40625
1581,148679.078125
1582,119780.671875
1583,259716.5625
1584,206556.765625
1585,138741.46875
1586,58954.62890625
1587,95587.890625
1588,133496.109375
1589,101783.96875
1590,121057.5078125
1591,70168.46875
1592,124894.4375
1593,116749.109375
1594,144295.96875
1595,109448.140625
1596,207432.0
1597,173575.75
1598,178872.234375
1599,162171.703125
1600,165224.4375
1601,36751.9765625
1602,113239.03125
1603,75878.8515625
1604,252192.21875
1605,228601.59375
1606,147228.453125
1607,161862.46875
1608,218416.453125
1609,170740.625
1610,143584.34375
1611,127609.1328125
1612,185420.0
1613,156803.171875
1614,132546.203125
1615,75267.0859375
1616,60135.94140625
1617,74622.4453125
1618,108608.2109375
1619,139266.46875
1620,165125.171875
1621,128761.03125
1622,161360.78125
1623,245517.78125
1624,209445.8125
1625,109460.015625
1626,173513.34375
1627,172319.703125
1628,255221.25
1629,153498.15625
1630,276259.40625
1631,183965.6875
1632,194367.921875
1633,157790.15625
1634,177364.484375
1635,181374.84375
1636,151734.1875
1637,190776.09375
1638,189709.28125
1639,157246.15625
1640,226048.84375
1641,162992.40625
1642,249051.3125
1643,202606.5625
1644,206535.859375
1645,217300.65625
1646,164866.03125
1647,148420.90625
1648,114733.1953125
1649,137175.9375
1650,105996.09375
1651,111261.796875
1652,95884.984375
1653,92695.265625
1654,133562.5625
1655,126423.296875
1656,132552.90625
1657,135091.890625
1658,136362.28125
1659,94365.6171875
1660,152276.78125
1661,402825.375
1662,324882.09375
1663,348496.15625
1664,399926.71875
1665,293105.1875
1666,299731.59375
1667,340461.4375
1668,332353.84375
1669,291139.03125
1670,326200.1875
1671,249779.03125
1672,367606.71875
1673,268553.96875
1674,221700.765625
1675,189821.5625
1676,191585.203125
1677,193625.046875
1678,398036.0
1679,334209.40625
1680,292206.78125
1681,254127.1875
1682,283083.90625
1683,166532.953125
1684,177690.796875
1685,187826.8125
1686,157222.578125
1687,166982.390625
1688,187912.125
1689,192285.796875
1690,201473.375
1691,190429.71875
1692,264580.15625
1693,165336.328125
1694,174038.875
1695,149331.3125
1696,247377.4375
1697,147017.59375
1698,288679.84375
1699,296390.53125
1700,227008.515625
1701,247964.421875
1702,227653.875
1703,222077.8125
1704,260646.375
1705,256419.875
1706,369651.8125
1707,205489.703125
1708,190967.125
1709,247478.765625
1710,207722.71875
1711,272645.09375
1712,230987.75
1713,257300.21875
1714,197549.90625
1715,200391.9375
1716,165068.359375
1717,165005.375
1718,127482.6015625
1719,203190.40625
1720,234291.515625
1721,161138.53125
1722,126286.5
1723,163327.5625
1724,188301.640625
1725,233360.671875
1726,183178.59375
1727,141902.734375
1728,184847.265625
1729,150443.390625
1730,163288.8125
1731,122955.984375
1732,123693.9921875
1733,99516.078125
1734,110785.6640625
1735,144268.671875
1736,97839.9296875
1737,256250.40625
1738,204402.75
1739,235306.265625
1740,188799.53125
1741,178123.34375
1742,164847.984375
1743,176792.71875
1744,295718.96875
1745,183021.15625
1746,183758.625
1747,193284.09375
1748,213659.359375
1749,150394.84375
1750,131968.25
1751,242627.203125
1752,99971.4453125
1753,135280.28125
1754,188427.53125
1755,170198.46875
1756,132139.96875
1757,107597.53125
1758,138334.4375
1759,140520.984375
1760,161302.453125
1761,151519.1875
1762,165376.25
1763,163459.640625
1764,95526.515625
1765,148121.3125
1766,175978.90625
1767,216979.640625
1768,126740.3515625
1769,153145.609375
1770,164768.0625
1771,96851.46875
1772,123394.8984375
1773,121972.8046875
1774,139903.9375
1775,132287.71875
1776,117330.984375
1777,108112.6875
1778,146102.90625
1779,110971.515625
1780,174035.421875
1781,105240.9375
1782,72242.9140625
1783,148128.625
1784,108240.3828125
1785,123506.375
1786,133815.421875
1787,166524.03125
1788,76737.328125
1789,86646.25
1790,69859.234375
1791,203585.4375
1792,139661.15625
1793,127951.84375
1794,162740.1875
1795,122017.7109375
1796,128346.4765625
1797,127937.390625
1798,108055.1484375
1799,83985.765625
1800,112364.921875
1801,129121.984375
1802,126942.8515625
1803,142387.625
1804,135100.0625
1805,137478.265625
1806,125973.78125
1807,148252.78125
1808,128805.65625
1809,119680.6484375
1810,134472.625
1811,116396.140625
1812,102102.015625
1813,117650.296875
1814,88244.546875
1815,29747.37890625
1816,105495.25
1817,126902.0625
1818,177606.578125
1819,152749.359375
1820,58404.08984375
1821,112089.125
1822,159597.40625
1823,52370.54296875
1824,109077.671875
1825,125308.0234375
1826,98240.671875
1827,87009.0546875
1828,121407.1796875
1829,125278.4453125
1830,134156.96875
1831,131532.984375
1832,81986.71875
1833,136998.765625
1834,134677.125
1835,107639.953125
1836,105625.046875
1837,83878.0546875
1838,99095.84375
1839,126308.1796875
1840,138556.015625
1841,112228.296875
1842,90159.03125
1843,131147.375
1844,121727.015625
1845,131468.625
1846,145455.90625
1847,137755.515625
1848,42020.84765625
1849,94708.1484375
1850,110903.296875
1851,135569.34375
1852,113543.5625
1853,121308.390625
1854,148536.171875
1855,142893.1875
1856,211250.625
1857,145518.90625
1858,144402.8125
1859,101968.890625
1860,158140.6875
1861,101557.5
1862,314033.96875
1863,311778.5625
1864,311805.59375
1865,321324.125
1866,320704.53125
1867,211692.09375
1868,289275.0
1869,202603.546875
1870,212611.46875
1871,242529.71875
1872,186585.375
1873,227873.9375
1874,139749.796875
1875,170977.671875
1876,180905.9375
1877,188721.71875
1878,193966.3125
1879,117845.90625
1880,115267.9609375
1881,235383.40625
1882,233271.625
1883,178797.40625
1884,183585.5625
1885,216403.375
1886,263817.625
1887,211100.0625
1888,247970.609375
1889,168441.21875
1890,106626.09375
1891,117707.6328125
1892,88764.2421875
1893,118385.0
1894,115824.484375
1895,120135.171875
1896,122553.0625
1897,113870.2265625
1898,94770.8125
1899,143401.84375
1900,129297.546875
1901,154191.84375
1902,104956.2265625
1903,184148.953125
1904,119062.109375
1905,169413.6875
1906,151574.09375
1907,190114.75
1908,92962.515625
1909,138502.421875
1910,110975.6015625
1911,167379.375
1912,246764.078125
1913,153993.96875
1914,54433.33203125
1915,290929.125
1916,33046.1953125
1917,224312.96875
1918,130352.734375
1919,152030.234375
1920,151412.5625
1921,342426.5625
1922,307877.15625
1923,210753.125
1924,216818.453125
1925,204119.5625
1926,342029.21875
1927,128494.859375
1928,175823.96875
1929,101900.2890625
1930,108810.3359375
1931,137626.375
1932,133014.8125
1933,179147.46875
1934,163928.59375
1935,161126.5625
1936,171795.34375
1937,167086.5625
1938,174723.90625
1939,213361.1875
1940,157680.25
1941,162469.40625
1942,185724.515625
1943,191143.546875
1944,319711.59375
1945,326337.625
1946,134988.828125
1947,273803.46875
1948,173220.875
1949,242795.75
1950,176362.09375
1951,246592.328125
1952,196045.953125
1953,201816.0625
1954,170004.78125
1955,117277.265625
1956,322797.6875
1957,139393.5625
1958,272703.9375
1959,142843.28125
1960,100057.515625
1961,119800.96875
1962,84343.21875
1963,93077.640625
1964,95717.625
1965,133469.375
1966,123492.0625
1967,269552.25
1968,353297.21875
1969,340641.96875
1970,348956.84375
1971,405180.34375
1972,341727.15625
1973,280735.09375
1974,315043.28125
1975,407101.65625
1976,248466.5
1977,329114.71875
1978,292489.25
1979,291699.28125
1980,179087.125
1981,314374.875
1982,201047.15625
1983,185505.328125
1984,165611.21875
1985,197400.390625
1986,192240.9375
1987,167430.625
1988,180205.875
1989,189698.84375
1990,210521.15625
1991,198056.46875
1992,217186.1875
1993,176470.40625
1994,210311.9375
1995,169515.90625
1996,265811.71875
1997,292958.5625
1998,265684.03125
1999,275093.15625
2000,277173.1875
2001,295240.21875
2002,240038.75
2003,245434.84375
2004,282582.25
2005,235735.3125
2006,190584.890625
2007,235789.796875
2008,203476.9375
2009,196034.6875
2010,202648.515625
2011,141743.03125
2012,173984.0
2013,176252.546875
2014,185324.03125
2015,201396.890625
2016,195342.75
2017,189215.6875
2018,117808.8203125
2019,143177.265625
2020,85430.1640625
2021,101558.8125
2022,178480.703125
2023,147709.40625
2024,278735.6875
2025,316047.65625
2026,155049.546875
2027,152647.03125
2028,145194.171875
2029,158485.078125
2030,254559.5
2031,219458.421875
2032,247366.34375
2033,238794.21875
2034,161831.875
2035,204458.75
2036,190679.46875
2037,194332.75
2038,287905.53125
2039,198510.0
2040,301391.59375
2041,283804.34375
2042,188202.75
2043,156920.21875
2044,162117.25
2045,186918.5625
2046,130252.21875
2047,134879.171875
2048,147609.625
2049,135768.234375
2050,159365.53125
2051,99184.359375
2052,115207.515625
2053,144069.234375
2054,76662.3203125
2055,147307.921875
